commune_label,commune_norm,commune_label_title
HERBISSE,herbisse,Herbisse
HERBITZHEIM,herbitzheim,Herbitzheim
HERBLAY-SUR-SEINE,herblay sur seine,Herblay-sur-seine
HERCHIES,herchies,Herchies
HEREPIAN,herepian,Herepian
HERES,heres,Heres
HERICOURT,hericourt,Hericourt
HERICY,hericy,Hericy
HERME,herme,Herme
HERNY,herny,Herny
HERRLISHEIM,herrlisheim,Herrlisheim
HERRLISHEIM-PRES-COLMAR,herrlisheim pres colmar,Herrlisheim-pres-colmar
HERSIN-COUPIGNY,hersin coupigny,Hersin-coupigny
HESDIGNEUL-LES-BOULOGNE,hesdigneul les boulogne,Hesdigneul-les-boulogne
HESDIN,hesdin,Hesdin
HETTANGE-GRANDE,hettange grande,Hettange-grande
HEUGNES,heugnes,Heugnes
HINX,hinx,Hinx
HIPSHEIM,hipsheim,Hipsheim
HIRSON,hirson,Hirson
HIS,his,His
HOCHFELDEN,hochfelden,Hochfelden
HODENG-AU-BOSC,hodeng au bosc,Hodeng-au-bosc
HOFFEN,hoffen,Hoffen
HOLTZHEIM,holtzheim,Holtzheim
HOMBOURG-BUDANGE,hombourg budange,Hombourg-budange
HOMBOURG-HAUT,hombourg haut,Hombourg-haut
HOMECOURT,homecourt,Homecourt
HOMMARTING,hommarting,Hommarting
HONFLEUR,honfleur,Honfleur
HONNECHY,honnechy,Honnechy
HOUDAN,houdan,Houdan
HOUDEMONT,houdemont,Houdemont
HOUILLES,houilles,Houilles
HOULGATE,houlgate,Houlgate
HOUPLINES,houplines,Houplines
HOUSSEVILLE,housseville,Housseville
HUDIMESNIL,hudimesnil,Hudimesnil
HUMES-JORQUENAY,humes jorquenay,Humes-jorquenay
HUNDLING,hundling,Hundling
HUNINGUE,huningue,Huningue
HUNSPACH,hunspach,Hunspach
HURIEL,huriel,Huriel
HYDS,hyds,Hyds
HYERES,hyeres,Hyeres
HYEVRE-PAROISSE,hyevre paroisse,Hyevre-paroisse
HYMONT,hymont,Hymont
HYPERCOURT,hypercourt,Hypercourt
HŒNHEIM,hœnheim,Hœnheim
HŒRDT,hœrdt,Hœrdt
IGNEY,igney,Igney
IGNY,igny,Igny
IGUERANDE,iguerande,Iguerande
ILLE-SUR-TET,ille sur tet,Ille-sur-tet
ILLFURTH,illfurth,Illfurth
ILLIERS-COMBRAY,illiers combray,Illiers-combray
ILLZACH,illzach,Illzach
IMLING,imling,Imling
IMPHY,imphy,Imphy
INCHEVILLE,incheville,Incheville
INGRANDES,ingrandes,Ingrandes
INGRANDES-LE FRESNE SUR LOIRE,ingrandes le fresne sur loire,Ingrandes-le Fresne Sur Loire
INGRE,ingre,Ingre
INGWILLER,ingwiller,Ingwiller
INJOUX-GENISSIAT,injoux genissiat,Injoux-genissiat
IPPLING,ippling,Ippling
IRIGNY,irigny,Irigny
IRVILLAC,irvillac,Irvillac
ISBERGUES,isbergues,Isbergues
ISIGNY-SUR-MER,isigny sur mer,Isigny-sur-mer
ISLES-LES-MELDEUSES,isles les meldeuses,Isles-les-meldeuses
ISSE,isse,Isse
ISSOIRE,issoire,Issoire
ISSOU,issou,Issou
ISSOUDUN,issoudun,Issoudun
ISSOUDUN-LETRIEIX,issoudun letrieix,Issoudun-letrieix
ISSY-LES-MOULINEAUX,issy les moulineaux,Issy-les-moulineaux
ISTRES,istres,Istres
ITEUIL,iteuil,Iteuil
ITXASSOU,itxassou,Itxassou
IVRY-SUR-SEINE,ivry sur seine,Ivry-sur-seine
IWUY,iwuy,Iwuy
IZEAUX,izeaux,Izeaux
JALEYRAC,jaleyrac,Jaleyrac
JALONS,jalons,Jalons
JANVILLE-EN-BEAUCE,janville en beauce,Janville-en-beauce
JANZE,janze,Janze
JARDRES,jardres,Jardres
JARMENIL,jarmenil,Jarmenil
JARNY,jarny,Jarny
JARRIE,jarrie,Jarrie
JARVILLE-LA-MALGRANGE,jarville la malgrange,Jarville-la-malgrange
JAUCOURT,jaucourt,Jaucourt
JAULZY,jaulzy,Jaulzy
JAUNAY-MARIGNY,jaunay marigny,Jaunay-marigny
JAUX,jaux,Jaux
JAVRON-LES-CHAPELLES,javron les chapelles,Javron-les-chapelles
JEANDELIZE,jeandelize,Jeandelize
JEANMENIL,jeanmenil,Jeanmenil
JENLAIN,jenlain,Jenlain
JESSAINS,jessains,Jessains
JEUGNY,jeugny,Jeugny
JEUMONT,jeumont,Jeumont
JOIGNY,joigny,Joigny
JOIGNY-SUR-MEUSE,joigny sur meuse,Joigny-sur-meuse
JOINVILLE,joinville,Joinville
JOINVILLE-LE-PONT,joinville le pont,Joinville-le-pont
JOISELLE,joiselle,Joiselle
JONCELS,joncels,Joncels
JONCHEREY,joncherey,Joncherey
JONCHERY,jonchery,Jonchery
JONCHERY-SUR-VESLE,jonchery sur vesle,Jonchery-sur-vesle
JONQUIERES,jonquieres,Jonquieres
JONZAC,jonzac,Jonzac
JOPPECOURT,joppecourt,Joppecourt
JOUE-LES-TOURS,joue les tours,Joue-les-tours
JOUE-SUR-ERDRE,joue sur erdre,Joue-sur-erdre
JOUY,jouy,Jouy
JOUY-EN-JOSAS,jouy en josas,Jouy-en-josas
JOUY-SUR-MORIN,jouy sur morin,Jouy-sur-morin
JUIGNE-SUR-SARTHE,juigne sur sarthe,Juigne-sur-sarthe
JUILLAN,juillan,Juillan
JULLIANGES,jullianges,Jullianges
JUSSEY,jussey,Jussey
JUSSY,jussy,Jussy
JUVISY-SUR-ORGE,juvisy sur orge,Juvisy-sur-orge
JUZIERS,juziers,Juziers
JŒUF,jœuf,Jœuf
KALHAUSEN,kalhausen,Kalhausen
KEDANGE-SUR-CANNER,kedange sur canner,Kedange-sur-canner
KESKASTEL,keskastel,Keskastel
KILSTETT,kilstett,Kilstett
KINTZHEIM,kintzheim,Kintzheim
KOGENHEIM,kogenheim,Kogenheim
KRUTH,kruth,Kruth
KUNTZIG,kuntzig,Kuntzig
KURTZENHOUSE,kurtzenhouse,Kurtzenhouse
KŒUR-LA-PETITE,kœur la petite,Kœur-la-petite
L'AIGLE,l'aigle,L'aigle
L'ALBENC,l'albenc,L'albenc
L'ARGENTIERE-LA-BESSEE,l'argentiere la bessee,L'argentiere-la-bessee
L'ESCARENE,l'escarene,L'escarene
L'ETANG-LA-VILLE,l'etang la ville,L'etang-la-ville
L'HERBERGEMENT,l'herbergement,L'herbergement
L'HERMITAGE,l'hermitage,L'hermitage
L'HOPITAL,l'hopital,L'hopital
L'HOPITAL-DU-GROSBOIS,l'hopital du grosbois,L'hopital-du-grosbois
L'HOPITAL-SOUS-ROCHEFORT,l'hopital sous rochefort,L'hopital-sous-rochefort
L'HOSPITALET-PRES-L'ANDORRE,l'hospitalet pres l'andorre,L'hospitalet-pres-l'andorre
L'ILE-D'ELLE,l'ile d'elle,L'ile-d'elle
L'ILE-ROUSSE,l'ile rousse,L'ile-rousse
L'ISLE-D'ABEAU,l'isle d'abeau,L'isle-d'abeau
L'ISLE-JOURDAIN,l'isle jourdain,L'isle-jourdain
L'ISLE-SUR-LA-SORGUE,l'isle sur la sorgue,L'isle-sur-la-sorgue
L'ISLE-SUR-LE-DOUBS,l'isle sur le doubs,L'isle-sur-le-doubs
LA BARRE,la barre,La Barre
LA BASSEE,la bassee,La Bassee
LA BASTIDE-PUYLAURENT,la bastide puylaurent,La Bastide-puylaurent
LA BATHIE,la bathie,La Bathie
LA BATIE-MONTSALEON,la batie montsaleon,La Batie-montsaleon
LA BATIE-NEUVE,la batie neuve,La Batie-neuve
LA BAULE-ESCOUBLAC,la baule escoublac,La Baule-escoublac
LA BEAUME,la beaume,La Beaume
LA BERNERIE-EN-RETZ,la bernerie en retz,La Bernerie-en-retz
LA BOISSE,la boisse,La Boisse
LA BONNEVILLE-SUR-ITON,la bonneville sur iton,La Bonneville-sur-iton
LA BOURBOULE,la bourboule,La Bourboule
LA BOUSSAC,la boussac,La Boussac
LA BOUTEILLE,la bouteille,La Bouteille
LA BRETONNIERE-LA-CLAYE,la bretonniere la claye,La Bretonniere-la-claye
LA BRIDOIRE,la bridoire,La Bridoire
LA BRIGUE,la brigue,La Brigue
LA BRILLANNE,la brillanne,La Brillanne
LA BRIONNE,la brionne,La Brionne
LA BRUERE-SUR-LOIR,la bruere sur loir,La Bruere-sur-loir
LA BURBANCHE,la burbanche,La Burbanche
LA CABANASSE,la cabanasse,La Cabanasse
LA CANOURGUE,la canourgue,La Canourgue
LA CAPELLE,la capelle,La Capelle
LA CELLE-SAINT-AVANT,la celle saint avant,La Celle-saint-avant
LA CELLE-SAINT-CLOUD,la celle saint cloud,La Celle-saint-cloud
LA CHAISE-DIEU,la chaise dieu,La Chaise-dieu
LA CHAIZE-LE-VICOMTE,la chaize le vicomte,La Chaize-le-vicomte
LA CHAPELLE-ANTHENAISE,la chapelle anthenaise,La Chapelle-anthenaise
LA CHAPELLE-D'ARMENTIERES,la chapelle d'armentieres,La Chapelle-d'armentieres
LA CHAPELLE-DE-GUINCHAY,la chapelle de guinchay,La Chapelle-de-guinchay
LA CHAPELLE-DEVANT-BRUYERES,la chapelle devant bruyeres,La Chapelle-devant-bruyeres
LA CHAPELLE-GENESTE,la chapelle geneste,La Chapelle-geneste
LA CHAPELLE-LA-REINE,la chapelle la reine,La Chapelle-la-reine
LA CHAPELLE-SAINT-LAURENT,la chapelle saint laurent,La Chapelle-saint-laurent
LA CHAPELLE-SAINT-MESMIN,la chapelle saint mesmin,La Chapelle-saint-mesmin
LA CHAPELLE-SAINT-URSIN,la chapelle saint ursin,La Chapelle-saint-ursin
LA CHAPELLE-SUR-ERDRE,la chapelle sur erdre,La Chapelle-sur-erdre
LA CHAPELLE-SUR-LOIRE,la chapelle sur loire,La Chapelle-sur-loire
LA CHAPELLE-VENDOMOISE,la chapelle vendomoise,La Chapelle-vendomoise
LA CHARITE-SUR-LOIRE,la charite sur loire,La Charite-sur-loire
LA CHARTRE-SUR-LE-LOIR,la chartre sur le loir,La Chartre-sur-le-loir
LA CHAUMUSSE,la chaumusse,La Chaumusse
LA CHAUSSEE-SAINT-VICTOR,la chaussee saint victor,La Chaussee-saint-victor
LA CIOTAT,la ciotat,La Ciotat
LA COQUILLE,la coquille,La Coquille
LA COTE-SAINT-ANDRE,la cote saint andre,La Cote-saint-andre
LA COUCOURDE,la coucourde,La Coucourde
LA COURNEUVE,la courneuve,La Courneuve
LA COURONNE,la couronne,La Couronne
LA COURTINE,la courtine,La Courtine
LA CRAU,la crau,La Crau
LA CRECHE,la creche,La Creche
LA CROIX-EN-TOURAINE,la croix en touraine,La Croix-en-touraine
LA DOUZE,la douze,La Douze
LA FALOISE,la faloise,La Faloise
LA FARLEDE,la farlede,La Farlede
LA FAURIE,la faurie,La Faurie
LA FERE,la fere,La Fere
LA FERRIERE-EN-PARTHENAY,la ferriere en parthenay,La Ferriere-en-parthenay
LA FERTE-ALAIS,la ferte alais,La Ferte-alais
LA FERTE-BERNARD,la ferte bernard,La Ferte-bernard
LA FERTE-CHEVRESIS,la ferte chevresis,La Ferte-chevresis
LA FERTE-GAUCHER,la ferte gaucher,La Ferte-gaucher
LA FERTE-HAUTERIVE,la ferte hauterive,La Ferte-hauterive
LA FERTE-IMBAULT,la ferte imbault,La Ferte-imbault
LA FERTE MACE,la ferte mace,La Ferte Mace
LA FERTE-MILON,la ferte milon,La Ferte-milon
LA FERTE-SAINT-AUBIN,la ferte saint aubin,La Ferte-saint-aubin
LA FERTE-SOUS-JOUARRE,la ferte sous jouarre,La Ferte-sous-jouarre
LA FERTE-SUR-CHIERS,la ferte sur chiers,La Ferte-sur-chiers
LA FLAMENGRIE,la flamengrie,La Flamengrie
LA FLECHE,la fleche,La Fleche
LA FOREST-LANDERNEAU,la forest landerneau,La Forest-landerneau
LA FOUILLOUSE,la fouillouse,La Fouillouse
LA FRANCHEVILLE,la francheville,La Francheville
LA FRESNAIS,la fresnais,La Fresnais
LA FRETTE-SUR-SEINE,la frette sur seine,La Frette-sur-seine
LA GARDE,la garde,La Garde
LA GARNACHE,la garnache,La Garnache
LA GENETOUZE,la genetouze,La Genetouze
LA GORGUE,la gorgue,La Gorgue
LA GRAND-COMBE,la grand combe,La Grand-combe
LA GRAND-CROIX,la grand croix,La Grand-croix
LA GRANDE-PAROISSE,la grande paroisse,La Grande-paroisse
LA GUERCHE-SUR-L'AUBOIS,la guerche sur l'aubois,La Guerche-sur-l'aubois
LA GUIERCHE,la guierche,La Guierche
LA HAIE-FOUASSIERE,la haie fouassiere,La Haie-fouassiere
LA HAYE,la haye,La Haye
LA HERLIERE,la herliere,La Herliere
LA HOUSSAYE-EN-BRIE,la houssaye en brie,La Houssaye-en-brie
LA HOUSSIERE,la houssiere,La Houssiere
LA JARNE,la jarne,La Jarne
LA JARRIE,la jarrie,La Jarrie
LA JONCHERE-SAINT-MAURICE,la jonchere saint maurice,La Jonchere-saint-maurice
LA LECHERE,la lechere,La Lechere
LA LONDE,la londe,La Londe
LA LONGUEVILLE,la longueville,La Longueville
LA LOUBIERE,la loubiere,La Loubiere
LA LOUPE,la loupe,La Loupe
LA LUCERNE-D'OUTREMER,la lucerne d'outremer,La Lucerne-d'outremer
LA MADELEINE,la madeleine,La Madeleine
LA MARCHE,la marche,La Marche
LA MEAUFFE,la meauffe,La Meauffe
LA MEAUGON,la meaugon,La Meaugon
LA MEILLERAIE-TILLAY,la meilleraie tillay,La Meilleraie-tillay
LA MENITRE,la menitre,La Menitre
LA MESNIERE,la mesniere,La Mesniere
LA MEYZE,la meyze,La Meyze
LA MILESSE,la milesse,La Milesse
LA MONNERIE-LE-MONTEL,la monnerie le montel,La Monnerie-le-montel
LA MOTTE,la motte,La Motte
LA NORVILLE,la norville,La Norville
LA PENNE-SUR-HUVEAUNE,la penne sur huveaune,La Penne-sur-huveaune
LA PERCHE,la perche,La Perche
LA PEYRATTE,la peyratte,La Peyratte
LA PORCHERIE,la porcherie,La Porcherie
LA PORTE DU DER,la porte du der,La Porte Du Der
LA POSSONNIERE,la possonniere,La Possonniere
LA RAVOIRE,la ravoire,La Ravoire
LA REOLE,la reole,La Reole
LA RICAMARIE,la ricamarie,La Ricamarie
LA RIVIERE-DRUGEON,la riviere drugeon,La Riviere-drugeon
LA RIVIERE-SAINT-SAUVEUR,la riviere saint sauveur,La Riviere-saint-sauveur
LA RIXOUSE,la rixouse,La Rixouse
LA ROCHE-CLERMAULT,la roche clermault,La Roche-clermault
LA ROCHE-DE-RAME,la roche de rame,La Roche-de-rame
LA ROCHE-DES-ARNAUDS,la roche des arnauds,La Roche-des-arnauds
LA ROCHE-EN-BRENIL,la roche en brenil,La Roche-en-brenil
LA ROCHE-MAURICE,la roche maurice,La Roche-maurice
LA ROCHE-RIGAULT,la roche rigault,La Roche-rigault
LA ROCHE-SUR-FORON,la roche sur foron,La Roche-sur-foron
LA ROCHE-SUR-YON,la roche sur yon,La Roche-sur-yon
LA ROCHEFOUCAULD-EN-ANGOUMOIS,la rochefoucauld en angoumois,La Rochefoucauld-en-angoumois
LA ROCHELLE,la rochelle,La Rochelle
LA RUE-SAINT-PIERRE,la rue saint pierre,La Rue-saint-pierre
LA SEAUVE-SUR-SEMENE,la seauve sur semene,La Seauve-sur-semene
LA SELLE-CRAONNAISE,la selle craonnaise,La Selle-craonnaise
LA SEYNE-SUR-MER,la seyne sur mer,La Seyne-sur-mer
LA SONE,la sone,La Sone
LA SOUTERRAINE,la souterraine,La Souterraine
LA SUZE-SUR-SARTHE,la suze sur sarthe,La Suze-sur-sarthe
LA TOUR-DE-SALVAGNY,la tour de salvagny,La Tour-de-salvagny
LA TOUR-DU-PIN,la tour du pin,La Tour-du-pin
LA TOUR-EN-MAURIENNE,la tour en maurienne,La Tour-en-maurienne
LA TOUR-SUR-ORB,la tour sur orb,La Tour-sur-orb
LA TREMBLADE,la tremblade,La Tremblade
LA TRINITE,la trinite,La Trinite
LA VERPILLIERE,la verpilliere,La Verpilliere
LA VERRIERE,la verriere,La Verriere
LA VEUVE,la veuve,La Veuve
LA VILLE-AUX-DAMES,la ville aux dames,La Ville-aux-dames
LA VILLE-DIEU-DU-TEMPLE,la ville dieu du temple,La Ville-dieu-du-temple
LA VILLENEUVE-AU-CHENE,la villeneuve au chene,La Villeneuve-au-chene
LA VOULTE-SUR-RHONE,la voulte sur rhone,La Voulte-sur-rhone
LA VRAIE-CROIX,la vraie croix,La Vraie-croix
LA WANTZENAU,la wantzenau,La Wantzenau
LABARDE,labarde,Labarde
LABARTHE-INARD,labarthe inard,Labarthe-inard
LABATUT,labatut,Labatut
LABEGE,labege,Labege
LABENNE,labenne,Labenne
LABERGEMENT-SAINTE-MARIE,labergement sainte marie,Labergement-sainte-marie
LABEUVRIERE,labeuvriere,Labeuvriere
LABOISSIERE-EN-THELLE,laboissiere en thelle,Laboissiere-en-thelle
LABOUHEYRE,labouheyre,Labouheyre
LABROQUERE,labroquere,Labroquere
LABRUGUIERE,labruguiere,Labruguiere
LACAPELLE-VIESCAMP,lacapelle viescamp,Lacapelle-viescamp
LACELLE,lacelle,Lacelle
LACHAPELLE-AUX-POTS,lachapelle aux pots,Lachapelle-aux-pots
LACHAPELLE-SOUS-CHAUX,lachapelle sous chaux,Lachapelle-sous-chaux
LACOUR-D'ARCENAY,lacour d'arcenay,Lacour-d'arcenay
LACQ,lacq,Lacq
LADOIX-SERRIGNY,ladoix serrigny,Ladoix-serrigny
LADON,ladon,Ladon
LAFERTE-SUR-AMANCE,laferte sur amance,Laferte-sur-amance
LAFOX,lafox,Lafox
LAGNIEU,lagnieu,Lagnieu
LAGUEPIE,laguepie,Laguepie
LAHONCE,lahonce,Lahonce
LAIFOUR,laifour,Laifour
LAIGNES,laignes,Laignes
LAIGNEVILLE,laigneville,Laigneville
LAISSAC-SEVERAC L'EGLISE,laissac severac l'eglise,Laissac-severac L'eglise
LAISSEY,laissey,Laissey
LAIZY,laizy,Laizy
LALACELLE,lalacelle,Lalacelle
LALINDE,lalinde,Lalinde
LALLEY,lalley,Lalley
LALUQUE,laluque,Laluque
LAMAGISTERE,lamagistere,Lamagistere
LAMALOU-LES-BAINS,lamalou les bains,Lamalou-les-bains
LAMANON,lamanon,Lamanon
LAMARCHE,lamarche,Lamarche
LAMARCHE-SUR-SAONE,lamarche sur saone,Lamarche-sur-saone
LAMATH,lamath,Lamath
LAMBALLE-ARMOR,lamballe armor,Lamballe-armor
LAMBERSART,lambersart,Lambersart
LAMONZIE-SAINT-MARTIN,lamonzie saint martin,Lamonzie-saint-martin
LAMOTHE-FENELON,lamothe fenelon,Lamothe-fenelon
LAMOTHE-LANDERRON,lamothe landerron,Lamothe-landerron
LAMOTHE-MONTRAVEL,lamothe montravel,Lamothe-montravel
LAMOTTE-BEUVRON,lamotte beuvron,Lamotte-beuvron
LAMOTTE-BREBIERE,lamotte brebiere,Lamotte-brebiere
LAMOUILLY,lamouilly,Lamouilly
LAMURE-SUR-AZERGUES,lamure sur azergues,Lamure-sur-azergues
LANCIE,lancie,Lancie
LANCON-PROVENCE,lancon provence,Lancon-provence
LANDAS,landas,Landas
LANDAUL,landaul,Landaul
LANDEBIA,landebia,Landebia
LANDERNEAU,landerneau,Landerneau
LANDEVANT,landevant,Landevant
LANDEYRAT,landeyrat,Landeyrat
LANDIVISIAU,landivisiau,Landivisiau
LANDOS,landos,Landos
LANDRECIES,landrecies,Landrecies
LANDRES,landres,Landres
LANDRICOURT,landricourt,Landricourt
LANDROFF,landroff,Landroff
LANDRY,landry,Landry
LANEUVEVILLE-DEVANT-NANCY,laneuveville devant nancy,Laneuveville-devant-nancy
LANGEAC,langeac,Langeac
LANGEAIS,langeais,Langeais
LANGOGNE,langogne,Langogne
LANGON,langon,Langon
LANGON-SUR-CHER,langon sur cher,Langon-sur-cher
LANGRES,langres,Langres
LANGUENAN,languenan,Languenan
LANGUIDIC,languidic,Languidic
LANNEMEZAN,lannemezan,Lannemezan
LANNION,lannion,Lannion
LANSAC,lansac,Lansac
LANTENAY,lantenay,Lantenay
LAON,laon,Laon
LAPALUD,lapalud,Lapalud
LAPEYROUSE,lapeyrouse,Lapeyrouse
LAPOUYADE,lapouyade,Lapouyade
LAPUGNOY,lapugnoy,Lapugnoy
LARAGNE-MONTEGLIN,laragne monteglin,Laragne-monteglin
LARDY,lardy,Lardy
LARNAUD,larnaud,Larnaud
LAROQUE-TIMBAUT,laroque timbaut,Laroque-timbaut
LAROQUEBROU,laroquebrou,Laroquebrou
LATHUS-SAINT-REMY,lathus saint remy,Lathus-saint-remy
LATRECEY-ORMOY-SUR-AUBE,latrecey ormoy sur aube,Latrecey-ormoy-sur-aube
LATTES,lattes,Lattes
LAUCOURT,laucourt,Laucourt
LAUDUN-L'ARDOISE,laudun l'ardoise,Laudun-l'ardoise
LAUNOIS-SUR-VENCE,launois sur vence,Launois-sur-vence
LAURENS,laurens,Laurens
LAURIS,lauris,Lauris
LAUTERBOURG,lauterbourg,Lauterbourg
LAUTREC,lautrec,Lautrec
LAVAL,laval,Laval
LAVAL-DE-CERE,laval de cere,Laval-de-cere
LAVAL-PRADEL,laval pradel,Laval-pradel
LAVAL-SUR-VOLOGNE,laval sur vologne,Laval-sur-vologne
LAVANCIA-EPERCY,lavancia epercy,Lavancia-epercy
LAVANS-LES-DOLE,lavans les dole,Lavans-les-dole
LAVANS-LES-SAINT-CLAUDE,lavans les saint claude,Lavans-les-saint-claude
LAVARDAC,lavardac,Lavardac
LAVAUFRANCHE,lavaufranche,Lavaufranche
LAVAUR,lavaur,Lavaur
LAVAVEIX-LES-MINES,lavaveix les mines,Lavaveix-les-mines
LAVEISSIERE,laveissiere,Laveissiere
LAVELINE-DEVANT-BRUYERES,laveline devant bruyeres,Laveline-devant-bruyeres
LAVENTIE,laventie,Laventie
LAVILLETERTRE,lavilletertre,Lavilletertre
LAVOUTE-SUR-LOIRE,lavoute sur loire,Lavoute-sur-loire
LAYRAC,layrac,Layrac
LAZENAY,lazenay,Lazenay
LE BLANC,le blanc,Le Blanc
LE BLANC-MESNIL,le blanc mesnil,Le Blanc-mesnil
LE BOSC,le bosc,Le Bosc
LE BOULOU,le boulou,Le Boulou
LE BOURGET,le bourget,Le Bourget
LE BOUSCAT,le bouscat,Le Bouscat
LE BREUIL,le breuil,Le Breuil
LE BREUIL-EN-AUGE,le breuil en auge,Le Breuil-en-auge
LE BREUIL-EN-BESSIN,le breuil en bessin,Le Breuil-en-bessin
LE BREUIL-SUR-COUZE,le breuil sur couze,Le Breuil-sur-couze
LE BROC,le broc,Le Broc
LE BUGUE,le bugue,Le Bugue
LE BUISSON-DE-CADOUIN,le buisson de cadouin,Le Buisson-de-cadouin
LE CAILAR,le cailar,Le Cailar
LE CANNET-DES-MAURES,le cannet des maures,Le Cannet-des-maures
LE CATEAU-CAMBRESIS,le cateau cambresis,Le Cateau-cambresis
LE CELLIER,le cellier,Le Cellier
LE CENDRE,le cendre,Le Cendre
LE CHAMBON-FEUGEROLLES,le chambon feugerolles,Le Chambon-feugerolles
LE CHAMP-SAINT-PERE,le champ saint pere,Le Champ-saint-pere
LE CHATEAU-D'ALMENECHES,le chateau d'almeneches,Le Chateau-d'almeneches
LE CHATELET-SUR-RETOURNE,le chatelet sur retourne,Le Chatelet-sur-retourne
LE CHATELLIER,le chatellier,Le Chatellier
LE CHEYLAS,le cheylas,Le Cheylas
LE CLERJUS,le clerjus,Le Clerjus
LE COTEAU,le coteau,Le Coteau
LE COUDRAY,le coudray,Le Coudray
LE COUDRAY-MONTCEAUX,le coudray montceaux,Le Coudray-montceaux
LE CRES,le cres,Le Cres
LE CREUSOT,le creusot,Le Creusot
LE CROISIC,le croisic,Le Croisic
LE CROZET,le crozet,Le Crozet
LE DORAT,le dorat,Le Dorat
LE DOUHET,le douhet,Le Douhet
LE FAUGA,le fauga,Le Fauga
LE GARRIC,le garric,Le Garric
LE GAULT-SAINT-DENIS,le gault saint denis,Le Gault-saint-denis
LE GENEST-SAINT-ISLE,le genest saint isle,Le Genest-saint-isle
LE GRAND-LEMPS,le grand lemps,Le Grand-lemps
LE GRAND-PRESSIGNY,le grand pressigny,Le Grand-pressigny
LE GRAND-QUEVILLY,le grand quevilly,Le Grand-quevilly
LE GRAU-DU-ROI,le grau du roi,Le Grau-du-roi
LE GUE-DE-VELLUIRE,le gue de velluire,Le Gue-de-velluire
LE HAM,le ham,Le Ham
LE HAVRE,le havre,Le Havre
LE HOULME,le houlme,Le Houlme
LE LANGON,le langon,Le Langon
LE LARDIN-SAINT-LAZARE,le lardin saint lazare,Le Lardin-saint-lazare
LE LUDE,le lude,Le Lude
LE MALESHERBOIS,le malesherbois,Le Malesherbois
LE MANS,le mans,Le Mans
LE MAS-D'ARTIGE,le mas d'artige,Le Mas-d'artige
LE MAYET-D'ECOLE,le mayet d'ecole,Le Mayet-d'ecole
LE MEE-SUR-SEINE,le mee sur seine,Le Mee-sur-seine
LE MEREVILLOIS,le merevillois,Le Merevillois
LE MERLERAULT,le merlerault,Le Merlerault
LE MESNIL-AMELOT,le mesnil amelot,Le Mesnil-amelot
LE MESNIL-SUR-OGER,le mesnil sur oger,Le Mesnil-sur-oger
LE MEUX,le meux,Le Meux
LE MONTSAUGEONNAIS,le montsaugeonnais,Le Montsaugeonnais
LE MUY,le muy,Le Muy
LE NEUFBOURG,le neufbourg,Le Neufbourg
LE NOUVION-EN-THIERACHE,le nouvion en thierache,Le Nouvion-en-thierache
LE PALAIS-SUR-VIENNE,le palais sur vienne,Le Palais-sur-vienne
LE PALLET,le pallet,Le Pallet
LE PEAGE-DE-ROUSSILLON,le peage de roussillon,Le Peage-de-roussillon
LE PERRAY-EN-YVELINES,le perray en yvelines,Le Perray-en-yvelines
LE PLESSIS-BELLEVILLE,le plessis belleville,Le Plessis-belleville
LE POINCONNET,le poinconnet,Le Poinconnet
LE POIZAT-LALLEYRIAT,le poizat lalleyriat,Le Poizat-lalleyriat
LE PONT-CHRETIEN-CHABENET,le pont chretien chabenet,Le Pont-chretien-chabenet
LE PONT-DE-BEAUVOISIN,le pont de beauvoisin,Le Pont-de-beauvoisin
LE PONT-DE-CLAIX,le pont de claix,Le Pont-de-claix
LE PONTET,le pontet,Le Pontet
LE POUJOL-SUR-ORB,le poujol sur orb,Le Poujol-sur-orb
LE POULIGUEN,le pouliguen,Le Pouliguen
LE POUZIN,le pouzin,Le Pouzin
LE PUY-EN-VELAY,le puy en velay,Le Puy-en-velay
LE QUESNOY,le quesnoy,Le Quesnoy
LE RAINCY,le raincy,Le Raincy
LE RELECQ-KERHUON,le relecq kerhuon,Le Relecq-kerhuon
LE ROUGET-PERS,le rouget pers,Le Rouget-pers
LE ROVE,le rove,Le Rove
LE SOLER,le soler,Le Soler
LE TEIL,le teil,Le Teil
LE THEIL-DE-BRETAGNE,le theil de bretagne,Le Theil-de-bretagne
LE THOR,le thor,Le Thor
LE THOU,le thou,Le Thou
LE TOUQUET-PARIS-PLAGE,le touquet paris plage,Le Touquet-paris-plage
LE TREPORT,le treport,Le Treport
LE VAL D'HAZEY,le val d'hazey,Le Val D'hazey
LE VAL-DAVID,le val david,Le Val-david
LE VAL-SAINT-PERE,le val saint pere,Le Val-saint-pere
LE VAUDIOUX,le vaudioux,Le Vaudioux
LE VERDON-SUR-MER,le verdon sur mer,Le Verdon-sur-mer
LE VERNET,le vernet,Le Vernet
LE VESINET,le vesinet,Le Vesinet
LE VIEIL-EVREUX,le vieil evreux,Le Vieil-evreux
LE VIEUX-MARCHE,le vieux marche,Le Vieux-marche
LE VIGEN,le vigen,Le Vigen
LE VIGNON-EN-QUERCY,le vignon en quercy,Le Vignon-en-quercy
LEAZ,leaz,Leaz
LECELLES,lecelles,Lecelles
LECHELLE,lechelle,Lechelle
LECTOURE,lectoure,Lectoure
LEDENON,ledenon,Ledenon
LEFOREST,leforest,Leforest
